norm_weight_max	max_row_l2	readout_l2	logit_l2	weighted_row_l2	weighted_logit	rounding	row	weighted_row
8.0431346893310547	47.148832069313585	181.99536258632784	8580.8687879766094	12.379624541805613	280.11892678573304	0.017098146052965457	31283	21515
